Project Name,Package Name,Type Name,Method Name,Code Smell
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Tag,hashCode,Magic Number
jsoup,org.jsoup.parser,Token,newAttribute,Long Statement
jsoup,org.jsoup.parser,Tag,newAttribute,Long Statement
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Complex Conditional
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Complex Conditional
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Complex Method
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Empty catch clause
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,consumeCharacterReference,Magic Number
jsoup,org.jsoup.parser,Tokeniser,error,Long Statement
jsoup,org.jsoup.parser,Tokeniser,eofError,Long Statement
jsoup,org.jsoup.parser,Tokeniser,unescapeEntities,Magic Number
jsoup,org.jsoup.parser,TokenQueue,matchesStartTag,Magic Number
jsoup,org.jsoup.parser,TokenQueue,chompBalanced,Complex Conditional
jsoup,org.jsoup.parser,TokenQueue,chompBalanced,Complex Conditional
jsoup,org.jsoup.parser,TokenQueue,chompBalanced,Complex Method
jsoup,org.jsoup.parser,TreeBuilder,initialiseParse,Magic Number
jsoup,org.jsoup.parser,XmlTreeBuilder,process,Missing default
jsoup,org.jsoup.parser,XmlTreeBuilder,insert,Long Statement
jsoup,org.jsoup.parser,AttributeParseTest,parsesRoughAttributeString,Magic Number
jsoup,org.jsoup.parser,AttributeParseTest,handlesNewLinesAndReturns,Magic Number
jsoup,org.jsoup.parser,AttributeParseTest,parsesBooleanAttributes,Magic Number
jsoup,org.jsoup.parser,AttributeParseTest,parsesBooleanAttributes,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,nextIndexOfChar,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,nextIndexOfChar,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,nextIndexOfString,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,nextIndexOfString,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,rangeEquals,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,notEmptyAtBufferSplitPoint,Magic Number
jsoup,org.jsoup.parser,CharacterReaderTest,bufferUp,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,parsesRoughAttributes,Long Statement
jsoup,org.jsoup.parser,HtmlParserTest,dropsDuplicateAttributes,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,parsesUnterminatedOption,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,testSelectWithOption,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,createsDocumentStructure,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,createsDocumentStructure,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,handlesTextAfterData,Long Statement
jsoup,org.jsoup.parser,HtmlParserTest,doesNotCreateImplicitLists,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,doesNotCreateImplicitLists,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,doesNotCreateImplicitLists,Magic Number
jsoup,org.jsoup.parser,HtmlParserTest,handlesNestedImplicitTable,Long Statement
